sentiment,text
0,Omg going to metro now 
0,@ubudroi AF has apparently confirmed crash and 'little hope for survivors' 
4,@LynnSerafinn Too bad I can't listen! You have to live in the UK to listen online. Good to hear from you tho 
4,@karl_lurman oh yeah dude I keep meaning to send you my bank details! I'll sort it tomorrow 
4,"@mountainous Luck, the good kind, oodles of it.  I hereby annoint thee with my trusty CBwand, go forth and be successfully happy "
4,watching Back To the Future!!!  &lt;3 this movie
4,@bloodyironist Meee pleasee! For a dreamwidth code if you still have any  *pets you* sweet dreams! &lt;3
4,had a pretty alright weekend 
0,So the phone will have to do         
0,make music..want the new Iphone...ginger beer and plain pasta  bad mix even if the beer IS in the car
4,"@JessicaViberg ooh birthdayparty  then you're going to eat cake, JEALOUS !"
0,My phone is tweeting by itself.  Sorry guys 
4,Hiking grandfather mountain!! 
4,@jheneaiko this guy from my school got to intern for him and said he was as perfect as his hair lol ahhhh 
4,Went to her first event for the Massapequa Post 
0,so delirious... still at the office...  another long night.  yiiiikes! 
0,no one is on MV anymore 
4,I'm off to bed!  Meet you back here in twitterverse tomorrow!  Sleep well everyone 
0,ok that was kinda tricky but yeah sister act and all those songs are right...we miss ms. hill 
4,"@genegoquingco thanks, Gene!!  IMY too! &gt;&lt;"
0,This is now the 3rd time my matt has now tried in setting up home for tropical fish? yet still no fish or even plant life in the bowl 
0,-k- not gonna get sleep yet. I have homework for my online classes. not cool 
0,"@PennySA i am gettig there  i mentally walk myself through the waterfront sometimes! how sad, cant wait to go back, dunno when though..."
4,@vmdianehughes Thanks v much.. 
4,"Got the new one of my shoes. preety cute  is that a bday gift from hubby? Kaga bok, belanja+dinner sendiri ajey kitaa  *curhat kesel*"
4,"@neilwarner I'll give you that, but it's only good for a treat. Diet Coke is the way forward "
4,Had a fab day out to Forteiland together with her girl. Now having a cup of tea and a sit down at home. 
4,@ShimTheDream Actually... YES!  
4,@Tiawrightz lol ye u really need to get on and read it. im almost doneeeee 
4,"Police ~ to Protect &amp; Serve, or history takers and CSI's, #Choice #HOA  help #InsideEdition"
0,"Will start to do my holiday homework , at least 3 full papers for each subject tomorrow "
4,Never got 2 beach bloody weather cloudy n cold i so need 2 move somewhere hot 
0,Hope if someone had gifted me the new iPhone 3GS.... 
4,"Hey everyone check out the Levi's promo on my blog, chance to win Levi's GC's "
4,do you have Opera Mobile programmed in your gadget? it allows u to delete tweets using standard twitter! got u  yes!
4,woo hoo!! got that ingrown nail out!! 
0,Aarrgghh my whole world is collapsing around me ! 
4,Almost time to roll out.....Korea here I come 
4,Got my ticket for the Teen Choice Awards woohoo I'm so stoked! 
4,@crazycade In that case you can't even watch your own vids. 
4,@speed_ofsound oooooooooook xD que aproveche (: la cancion esta genial 
4,"had fun with friends downtown, but now back to gaming which keeps me sane and stress free for the time being! "
0,"Up late talking on the phone, knowing i gotta get my ass up for workouts in the morning. "
4,"Eating oreos, hungry as fuck "
0,I cant fall back asleep 
4,im going to luck be back soon 
0,"@sarahslean I'd love to buy the new album, but there's no Add To Cart btn for the digital version. It's hard to buy your music in the US "
0,"had a good day, uni  open day was nice, beach this evening was also fun, sand everywhere  nooo"
4,i find a healthy dose of tweetpeeps &amp; blippers can cure any doldrums one may have...hard to feel down w/so many cool people in the world 
0,weekly weigh in: lost less than 1lb. this week  disappointing after last week's 4lbs. Still the least I've weighed since 2004 though...
0,@GoshaGoGa ye i just realized that.. not a big fan of CNN  It's not even news anymore; it's entertainment.
0,@therealsavannah  why?
4,ready to toke. 
4,@aneel WolframAlpha is so slow that its not solving any problem for me right now 
0,@followthreaper LOL 23 is a good number wish I was 23 again  #metal \m/
4,@beckamcfly I can't believe they killed Chris! And it means for the win  x
4,Its finally Friday! Only one more week of school and I'm offically a senior! yay 
4,Boxing on the xbox with @dazednfazed and @peoplesxchamp.  I suck so john is playing for me haha
4,Nando's is officially the best place to dine out. AND then I bought a cute summer dress. Today has been successful  ok...now talk for ali.
0,HATE MONDAYS!!! SOOOO TIRED &amp; SUPER SORE. 
0,"it is 5:04 am, in Marshalltown Iowa... school is in 2 1/2 hours FUN!!..not, I wish it were summerrr "
4,@babygirlparis Just saw you on MTV Movie Awards!!!! hahahaha you look beautigul as always 
4,"@BlueeLuong hey, it's all facts. AHA. But yeah, we should drink together someday when you come up here in the bay "
4,Catching up on BB  I think I'm actually gonna watch this season..
4,@azhumane Awesome! I emailed my resume a few days ago and am crossing my fingers 
0,I just dowloaded an audiobook for which I have no room on my iPod Touch 
4,In Kingsland Texas.  Hope i wont fall into the river/lake from boat today. 
0,Getting quite nervous that I've been shafted for Download tickets 
4,@sbradshaw @celestehopkins let us know how you get on 
4,Done Checking ... Goodnight! 
4,"Officially gonna name my new rabbit today, still unsure what though...any last minute suggestions ppl? "
4,Twitter my twat for old times sake 
0,@nicksantino MEEE TOO!  i wish i was in va beach right now
4,"BREADBOX64, a twitter client for the C64 http://bit.ly/EB4Aq "
0,jus nothin!! bored at home n too lazy to prepare my lunch 
4,"@LucyinTheSkyyy I'm in lovee with youuu, you whoree  I turn 18 reaaaal soon !!! Ahhhh sooo excitedd "
0,So pissed off at Walmart... Cutting my hours again. 
4,G'Day! It's Friday. Happy dance? 
4,@HazalSelena no you're not as lazy as me  ohh o.o I hate cleaning up T_T
0,finally home! 12 books = 9 bucks. and i got a new iphone... resyncing everything is a bitch 
0,@IIIJohnBoyIII My sister is THE biggest bitch on this planet thats what happened! Its a long story 
0,"@msgoth84 I get sooooo fuckin pissed when i get them...I'm like &quot;Oooo!New followers!   ,  then i see that its the fuckin porno people "
0,@happylovesChuck @ktbeeper Arguments are not EPIC nor LEGENDARY 
0,It's sunny!  But I'm still on the Dole 
0,@webdesign_news @MATT_369 @baires @doktorbuzzo @mchiaviello @ruhanirabin @brettmorrison @code8 Thx for #followfriday! Too bad I missed it 
4,@Simply_Positive no wonder u don't eat 
0,June gloom now over. The bloddy sun has returned. Gotta wear sunblock again 
0,waiting for my plan to take me home and to work   
4,@piratecity that definitely counts. I'm *not* wearing skates and I see myself as *not skating*  
0,@bmore0fme I wish I could be bored with u I have a dentist appointment 
0,   the batt to my internet connection died.  Guess its back to the mobile!
4,NKOTB after party June 21 @ The Rosewater hosted by Rasta Phil LGT ladies ! Full Service continues into the wee hours of the morning 
0,can hear Ross playing Resi 5 which makes me sad cos im revising 
0,sad! it looks like @hothothelen and @willwrk4fashion shant make it the 19th!  and i dont know about jess but worry not! cause
0,@khaledalhourani very few in my area w ra7t bekeeny bc I miss Lebanon  KTEER ya3ne.
0,@Rebekah_Mcfly awh thats what im doing now..ha..awh dannys gone again  Xx
4,@Cinda Tanning oil for outside. The only self-tanner I ever liked was Savage Bronze and they don't make it anymore 
0,@RachelFerrucci yes breAK is almost over. We need to do these on a Saturday or Sunday. I always miss the  #bookieb
4,"Come on, life. Give me another surprises. "
4,@ririchii hayy thanks yaa for follow me 
4,"@themakelounge  It's okay, everybody loves the Make Lounge!  "
4,oh yey!  I can Twit again... hihi
0,i hate band 
0,"@whalec I'm already up to 13.9Gb... Mind you, I was 28.6 until iTunes ate half my music "
0,Soooooo bored.... My aunt has to work tonight so I can't go over there today  But my dad and me are gonna do the JrNYLC application 2day
4,@Nogtheegg Awh kelseyy! lol its thursday the 4th June 2009.. and your at home.. on ya computer. ya had an hour nap. dyu gettit?  xx
4,@ShanteRowland Thaank youu Shante !!!  Hope ur day was nice! Have a good week :p
0,i'm the slowest lighter ever. no way this animation will be done by monday 
4,"@vkgoeswild Could you perhaps do Comptine as a MIDI file? Been looking for one forever, need it for a little FL Studio project in my head "
0,@LeahCLopez Same here... I had to dig into the goldfish already 
0,coming to terms with the fact that only puddle jumpers come to Northwest Arkansas. . .claustrophobic planes all summer long 
4,"Just got a call, at 12:30 am, my luggage has been found! Now have to go and get it, and hopefully get some sleep before tomorrow! "
4,sam: lol sounds good to me  especially the last part
0,me and feeps just had the most epic game of fooseball. She cheated 4 times. 
0,@cmonaussiecmon that was mean! 
4,almost 3000 views on my YT account 
0,the overnight babysitting went well - 5:30 is too early to wake up though 
0,@Qierann VERY VERY sian....  
0,cry cry  tboyman is a mod and im not  well remember what i said? im quitting cp! i am! so uh bye!
4,I'm actually kind of excited for the confederations cup! 
0,"today is the first day i've been away from Belle since i've been gone...its gunna be acouple long, hard days.. already miss her "
0,My exams just started  Boring.
0,"Movie scripts are too long and complicated. I think I'd rather write a web miniseries, but I have to write a movie for class. "
4,@LianneFarbes nice!  Did you save my plate from the other night??  
4,I just killed the fastest spider i have ever seen... with tape  now my hearts going like 100mph
0,uhg this low sugar organic orange juice makes me want to throw up. 
4,@EricaM05 okay cool 
0,"@hsamad i'm glad your second tweet EVER was that you hate me, hahaha. we might go to dc in the am, but you'll be at your internship. boo "
0,@laurareese All my followers are spammers.. 
4,"@b50 just turn email notifications on, and delete the spam when you see it. captchas irritate your genuine readers for no fault of theirs "
4,"@ThisIsRobThomas Ah yes, Barbarella...the only good thing to come out of that movie was the name of the greatest band of the 80's! "
0,doing school today is not going well 
0,@JasonBradbury  ha just been looking at pics &amp; vid of the new PSP (Go) Sony fails (again) at Ergonomics 101 
4,@CoronadoRealtor hey hey!  what's going on 
0,"im soooo bored right now.,.,.,!! "
0,@TiksHI On home on Maui and have a very bad vog headache 
0,it's raining today 
0,@tskywalker yeah i've been sick since last friday 
4,@31B4 the Wii is the cheapest of the three. Hmmmmm...... 
0,"@wh17m4n damn, it's been a long time since I've had an onion loaf "
0,i got a rash on my legs  fuck that shit!!!
0,"@romyskye ooh lhasa apso puppy? i would love to, but as i have mentioned a million times already, i live in a burrow "
4,@realmarycarey change your flight babe and come here!!!  
0,is gutted stavros fatley lost 
4,@burbankhays thank you for inspiring me once again. Love the new album 
4,downloading some song that i like.. 
0,@DonnieWahlberg wish i could go but i can't  http://tinyurl.com/qpa58z
4,"@r0ckergirl14 Go buy more.  Haha. Actually, no, don't. That's gonna be a lot of sugar. ;)"
4,@SteveDahlShow were you hurt? 
0,oh no she didnt !!! opps sorry... about 2 say damn lil ol  me 
0,@lostgirl66 ps. thanks... that is reassuring 
4,"@SmallBizMuse = still night here - and I am, at last, headed bedward. Tomorrow morning can takes its time getting here! "
0,Good Morning Twits  Mommy Laurie @boomkack is leaving us this morning  gonna miss her but holdin it down while she's gone :-D
0,@bjam331 I don't know that word 
0,"Watching TV. Serious acid stomach. 2 slugs of pepto, 5 Tums, no relief! "
0,@Hilton954 I didnt see you  
0,SO 2DAy iS A BAD DAy! 
0,My responsible site has been hacked by someone. 
4,IMing my fwee best girls    jess;mezzah;cass &lt;3
0,Charlize hs2 stay in hospital 4 at least 5 mre days  Natalie cmes home tomorrow...we r going 2 hv a ltle party when Charlize cmes home!
4,Just got done at Bethany's bridal shower! So fun and nice! 
0,@dimitori OS 3.0 is cool but I feel use more battery power... 
4,"Playing Harmonica, sounds good to me. My BF's coming over "
0,Air France Jet still missing in Atlantic Ocean. 228 passengers one of them is a Filipino! 
0,@Tashlar i miss you 2  havent spoken in ages  xxx
4,@Jules_Bee do you know the exact opening day? I need me some more passionfruit body wash 
4,"@s_constantine lol, I knew you'd pick on that one so that is why I used it...your online strategy "
4,@susanboyle140 what a wonderful performer you really are susan...would love to see a pic of your cat Pebbles on here..my cat says HELLO 
4,@RODSMACK_10k I think I picked it up from my pal @harper for better or worse! 
0,i feel sick  &amp; i just turned on my laptop ill be fixing my myspace page!
0,@thedirtbird death by snu snu? 
4,In Paris till friday!! 
4,@ninjuunngghh  Mmmm... Robin...  Everyone needs their daily dose of Robin.
4,@kaytee8 kathy!  buti ka pa  enjoy the holidays! 
0,I've already lost two of my first years  oh no x
0,my back is killing me 
4,"looking forward to stephen porter and sasha in lush this evening, getting oiled up as i type "
0,I want winter back 
0,"@mylapa I know, I know.  All too well.  "
4,@jasoncastro http://twitpic.com/6q407 - LOL! I love it Jason! 
4,"was out getting sunned  twas fun, making me think of italy"
4,"@ishyscreations Oooo a December Baby, and you won't be *huge* for the summer, should be a comfy pregnancy! "
0,"@YourTheCutest nope, thats what i didnt get to have tonight "
4,@tristophe yay! it's the terrace! i get to have the funs with lauren  how is a chris?? xxx
0,I will soon requre an rss aggregator for my rss subsciptions 
4,@caseysevenfold oh ok   come 2 the venue early? 
4,"@charliexxx Awww, I'd be freaked out. You know; is this reality or not? xD. Yeah, it's cool. Soooo fun. "
4,woofwednesday 
4,"@sueannesjewelry But, now you know! "
4,@ItsNeet Aawww those pictures that Anoop took of himself are too too cuteee 
0,feeling at little confused and helpless atm 
4,"@bazzer Gosh, yes!  Haha. I love them. Their sound is so distinct, or rather, the voice. I can recognize it anywhere. Hee."
0,"Good 1st try, pity it was for SA "
0,@pfspleen is playing Bananarama in the car 
0,I miss Ashlee 
0,@2legit2britt i wanna snuggle you tonight. 
4,@LadyAnnaC I think you forgot your charger at mine. and the dip-book - but the man was quite happy about the later  xx
0,@yellowbrickedrd  One of my really close friends left for Seattle too. Everyone I know is leaving.
4,Just put in my reatiners for the first time in about a year... OUCH!! Way overdue. Gotta get my smile back 
0,"homework not handed in on time, didn't get detention woohoo, still not done either! Off to beer festival in a mo, i don't like beer "
0,holy crap it's so nice outside! too bad I gotta spend it ALL inside working 
4,Just joined a twibe. Visit http://twibes.com/biotech to join - for all those biotweeps out there 
4,11 hours and 7 mins 
0, this day i'm tellin ya!
4,Is working on getting my new laptop up and running. Should take the rest of the day 
4,loving this new start  excited for tomorrow's fashion show!
4,@dawnhallybone fantastic! start to use #ngconf09 in tweets you want to feature in keynote 
4,"Just been shoe/s (plural) shopping, happy start to the wknd! Up next: girly dinner "
0,"TOTALLY thinking today is a sweats/t-shirt kinda day... *sigh* ne'er gonna happen, though "
4,PM #7887 (IMAGEZZ.com) said: Hope everyone is doing well...it's a perfect day in Vegas...mid 80s    http://PaidModels.com/7887
4,"@jasonmawdsley It's called Monitoring Tool, technologies include ASP.NET and Flex. I'm happy about .NET By the way this is for PMs &amp; PLs "
4,i love the goodtimeswithmo podcasts! 
4,"@MissCocoBelle oooh ok; tell me if it still works using the ID  I was gonna go yesterday, but i saw those lines plus i didn't have my ID."
4,Off to bed  love my cousin but really don't want to wake up for his communion =/
4,Signing Up For Twitter 
4,off to bed- too tired to do anything else (jeez and its only 3:10) ill fall asleep listening 2 paramore (like i do every night) 
0,I hate this road 
0,____keri said: &quot;sometimes love comes around&quot; but in my case it never does.  n if it does; its way to far.
4,"OMG! The best 80's leopard rara dress ever, don't want to sell it  xxx"
4,thinks nothing is harder than saying goodbye  http://plurk.com/p/x6d6d
0,I'm never gonna see Darren again  I got a hug though(:
0,mommy u're soo cruel.. why'd u gave me a really delicious almond pie for midnight snack.. 
0,i have to do something to feed my boredom.  any suggestion pls?
4,"watching the hills  then time for revision, shower and beddd "
4,awwwh poor @JammyRabbins. I play trumpet and wouldnlt mind bein' franns 
0,Where oh where is my iPhone 3G S?? 
4,@visionarybridge you should be promoting your daughter  hahha
0,@thassolayna i'm gonna miss you 
4,@Aramis04 @mikeant I'm a hater...just not a fan! And since my grandfather isn't I have to rep for him 
0,saw him yesterday...y is wen u think u moved on u really havent 
0,@Baaheeyaah yeah i hope i can get one i dnt think it will be easy tho  aww thats not so bad hun at least its a job wen do u start?
4,we leave next weekend. havent packed a thing. im thinking travel light. real light. passport and hand luggage maybe 
0,i cnt believe how much tweets ive done bout this guitar and i prob wont even be allowed 2 get it  ..my mum might if she feels sorri ...
0,Watching my all time fav show.. The price is right!! Need Bob Barker again tho 
4,is reading through all her AS French stuff just to re jog the old brain 
0,told ya  FUCK 
0,I wonder why  http://bit.ly/7qZXQ
4,@zooyrksk8 mizz douglaz's butt wipe...... 
4,@MomTalkRadio Just checking Twitter for today! I'm so glad you love it.  Those catalog men crack me up! Thx for everything!
4,@Gabrielle_Union don't let anyone run you away from anything 
0,@amandahqtpie She answered DM - sounded like a rough night  
0,Been 2 years and m still devistated that they knocked down my old primary school 
4,@wabisabi I visited North Myrtle for the first time ever in April. Lots of putt-putt! And pancake houses 
4,@CrunchyK You so deserve a day off! Tomorrow...enjoy 
0,Odd how a Monday seems soooo far from a Saturday during a normal week and yet so terrifyingly close during the week leading up to the CFA 
4,"Sipping coffee,listening to the birds sing,life is good "
4,@KCPL aww  that's what makes u ....u. 
4,@RenzoMusic Is that McDonalds or McDowells! 
0,So i pulled a muscle in my back..  it constantly feel like theres a knife in the left side of my lower back.. WHAT A SUMMER TREAT!
0,@jasonbroaddus     was it a Windows computer?
4,I love you rachel this  is josh 
4,@vivienturman is the spam queen 
0,"@GeneticGenesis Yes, but unfortunately I cannot aid you all in your cause as I am not from the UK and so cannot vote  #stopthebnp"
4,Is knocking off NOW! 
4,@DAEONE hey! Heard the show went well!!! 
0,Docs today aawwwwwk  and i've buggered my internet browser.
0,out with dad to see up.  sad that mom cannot come 
0,RIP Grandma....I know you're in a better place with no more pain &amp; suffering.  
0,The joint between my shoulders and my arm hurts. I didn't do anything rigorous today.. 
4,Ofc  nt to sure abt a NICE cup of tea but il try =D nt long to go nw honey.. hope ur havng a gud time at schl? i love u honey bear xoxoxox
0,"Hoping today goes by fast, feeling a little sick still from last night "
4,@docmikepogi for good doc mike. 
0,Won't be the same without @dizzzydaisy 
4,I fell in love with the pizza boy Ha funny LOL 
0,"Lunch! San Gregorio Beach, still cloudy but finally warming up. Hummus sandwich full of dreaded dill  Long story. USSR '88. A theme here?"
0,"While I am all about it, I sometimes think contacting my representative (Burris) will only get my cause laughed at in the senate. "
4,@vannanarama Hha. I didn't know I replied very very late from your last tweet to me until now. ) I was asking for your Facebook. 
4,mini golf with friends tonight... and it was good.  
4,"It's 3:00, just got home, tonight was eventful, saw people that i have seen in a year at the same party of the same time amazing  night"
0,not again 
0,Juss broke up with mii bf !!  
4,"@RoamingCammie Well, I know I'm hard to beat... But yes... "
0,"Ugh, I hate waiting. But I have good reason. Hope my next 2 shifts go quick! "
0,Microsoft quietly  installs a 'major vulnerability' into Firefox thru a service pack http://bit.ly/AhvHI Browser war is getting ugly 
4,Did markets - had a great day. Love reading tarot and helping people get a different perspective on their lives 
4,;-; i want to see UP. maybe one of my parents will take me 
0,@andrea8964 awww mann that sucksss  ..but i have even worse news  lol
4,cleaning my rooom 
0,@pinecone534 I can take a hint 
4,"sometimes you have to cheat and lie to win contests, but that is perfectly a-okay with me "
4,I'M OUT need to get ready for my guitar lesson 
4,Doing laundry on a friday night 
0,I wanna eat 
0,@thickaswhatall 
4,"@hawknelson Thanks for the ad! I have seen you guys at revolve and love the energetic atmosphere. However, pictures are hard. Oh well "
4,"@DonnieWahlberg 500 more to 40,000 -- I cannot believe the goals you set and how easily you achieve  them "
0,Not feeling well  Going home now.
4,@ChantaeH id go and tell him : hi nick howaa u? and hug him  did u see him?
4,@lancedatuin i think you slept even less than i did! 
4,"@aussiecynic Yes, thank you! The cheque will be in the mail tomorrow "
4,@JunkFoodTees have a  nice day!!!! (via @mcflylmaniatic) - You too  
4,@gfalcone601 Here itï¿½s not even morning and I didnï¿½t sleep!  Morning!
0,Just realised i didnt pack pajamas  #fb
0,argh. stupid question again. should i still go to bangkok?  they say the H1N1 is really bad there. 
4,the rain makes me  bc its cooled down however if it rains like this tomorrow I will be |:
0,"@zackintoys Sadly, it doesn't  I was so hopeful after American Doll Posse, too ... it's just so blah and vacant of dynamic."
0,*back to web* 
0,@dipbaby I'm at the Philly equivalent of club cafe and they're playing mariah bitbim not mariahfan here 
4,@AndrewMoriarty that tweet made me laugh so much 
4,Can you eat Animal crackers if you're a vegetarian? HAHAHAAAA!! That just cracks me up! 
0,@jonaskevin argentinian fans love you too ! 
4,"Having a glass of white wine before sunday dinner, savignon blanc to be exact which compliments roast turkey. Listen to me, oz clarke lol "
4,Next week: @RubyRose1 is on Australias next top model 
0,"Maths exam out of the way (Y) but geography tommoro  Thats another two hours in a stuffy exam hall  Todayyy was :O so HOTTT, dreadful!!"
0,At work.. Gonna be another shitty day 
0,has a huge case of sad 
0,Horny. Just woke up. My back hurt. Today seems like it going to suck. Didnt run wit nicole. 
4,@Real_DavidCook i loved it  permanent? . i watched the replay so many times just to hear that song once again )
4,@abcdude I'll bet your plane takes off to the tune of &quot;I'll Be Alright Without You&quot;. 
0,cake again for breakfast. FATTY! 
0,Lost Stuco elections  Secretary position  But is glad to have experienced democracy firsthand and now understands the point of ISA
4,@oirtaigalA yeah it was us  i really like your mom!  i didnt see you guys at the closing ceremony today did you attend?
0,its sunny finally! soo stoked for beach season! but for noww i have to go to work. boo 
4,@colocelt following your friend since you asked so nicely 
0,So lazy so want to go to the beach so not feeling hot 
0,We lost 2-1 in the semifinals  but I scored.
0,@kurishi it knows im going out tonight 
0,@roxy_yeah cause i delete some really great pictures 
0,@mitchelmusso my saturday was awsome. but i was kinda sick. now im rele sick 
0,At the dentist with numbing cream in my mouth. I hate needles 
0,Man Vs Wild hosts another ad for a &quot;Land of the Lost&quot; crossover that isn't closed captioned.  That's too bad - T-Rexified! 
4,@scenedaily you should change your icon 
0,"Healthy Recipes and Habits: Homemade Pizza http://bit.ly/2m9PNg (via @MrHealthyFood ) tasty looking, but another premade crust "
0,So proud everyone's retweeting my typo.  (changed)
4,"@ashleytisdale Congrats, you soooo deserved it! "
4,movie awards!! 
0,Leaving fabulous las vegas tonight 
4,@bridgebldr My job loss allowed me to spend the last 10 years caring for and enjoying my mom before she passed away. A true blessing 
0,@cathy_cochina40 okay okay I'll behave 
4,@AliaAugustine Thank you!  
4,@taylorswift13 ah thats so cool that you are going to your 1st headlining concert! good luck!! I get to see ya in phoenix on may 21st! 
4,thinks you should read her real blog: www.lisarcastic.blogspot.com  it's awesome; like me *lol*
0,@WalkingHorse Freeze watch? OMG! Our poor plants *sniff* 
4,"@yshieebe thanks, it went well! "
4,"Looking ahead to an awesome day! Yesterday wasn't the best, but today we turn the page! And I'm looking forward to it! "
0,"@David_Henrie woah, it looks awesome! Sucks can't see it till wednesday   http://myloc.me/4woZ"
4,Ice skating was a lot of fun today!  I had a great day
0,or my parents liked demi then it wouldn't matter  they r just plain weird! and not in a good way like me haha ;)
4,is looking forward to the all american rejects concert in vienna 
4,Follow Cordys Chief Strategy Officer here #jonpyke! 
0,"Holy crap I just hit a possum!!!!  he about fucked my car up too, lol."
0,"&quot;I suspect those poor BlackBerry users are seriously gonna have to eat their hearts out, hah ;)&quot; Eeeeyerrr. I kena say by Dawnkey "
0,"blimey, how long have I been asleep? Looking outside it appears I've slept through summer and woken up in Autumn! "
4,had an amazing time yeserday except i have a rash on my legs stomach and arms from this floaty thing that was in the pool 
4,"I'm going to spend my afternoon listening to @Taylorswift13 @MileyCyrus @JonasBrothers and @ddlovato songs, just because I feel like it "
4,@mileless I'll come! It'll be fun! I love shopping 
4,@leafshutter Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,"finding minimal bruising on my arms from barrier, but thats all. yesterday was so great  i love @stealingoneal and atl."
4,I bought myself a bookmark with *someone's* face on!  so effing hot!! eeeep.
0,"Tonight my world turned upside down...  But I am ok, and hopefully I will be back out there!"
0,Watching Everybody Loves Raymond without princey 
0,@captainfromCDU Creepier because you know where I live 
4,@yourelameliz duh.  we're crafty.
4,"@TheDanishGirl Oh sorry. Well, hope you are having a good day anyway. "
4,new cod4 looks awesome! and cos i have a xbox i can play the new maps before Steve   metal gear solid is comn my way tooo
0,watched half of the grudge 3. couldn't bear anymore. that movie is TERRIBLE. 
0,@iam_joybryant  
4,"I just noticed there's several typo's in my past Tweets, sorry Tweeps. "
4,goooooodnight 
4,@car4dave Never mind Debra...what are YOU gonna do?  You too can contact Reps Dave 
4,@modelnicotine ...And your reports of cookie goodness are causing a mega griefing trend on fellow models 
4,just got back from dinner with ayshea  hehe.
4,"@Bethaneystone Ohh good.. im not going quite yet.. i shall let you know  so stuck with me a little longer haha, xo"
4,migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother's day 
0,"I even had chocolate ice cream! Didn't work! Man, I feel like a bum. Think I'll go back to bed anyway, in spite of myself.  *heartbroken*"
4,Good morning all   i should get up.  hmmm jesusismyfriend
0,"hmmm, getting put on the hitlist and slaughtered in mobwars on facebook... only have 1 person in my mob, maybe thats why?? "
0,"I'm jealous of all the people going to Bamboozle today  The Maine, All Time Low, Forever the Sickest Kids, We the Kings. I wanna see them!"
0,@NathanKoehler  I miss my resident Aussie.    How U B?
0,@tommcfly is it true your defo not playing T4OTB cause apparently Dougie said your not  PLEASE PLEASE PLAY IT!!!! xxxx
4,Watching James May's 20th century on Dave. Nice not being in school 
4,@vickycornell http://twitpic.com/4e7h1 - Absolutely gorgeous....Daddy's little girl! 
0,http://twitpic.com/7slqg - right before we had our little connection. too bad he was shuffled off before i could ask for a picture 
4,@LucasCruikshank meeting you tomorrow! 
4,is making herself a cup of moccha to prepare for a long night  determined to finish urinary system !
4,@sarahjanewalker just ouside of Nice... looks tough    nice  http://bit.ly/6nKIQ
0,my morning is seriously not a good nor happy one at all 
4,hanging out with Steph 
0,Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick. 
4,@smileKuzya Happy Friday!  Hope the doctor appt goes well!  
4,@Qasna party????!?!?!?   You go to parties???? Wow. 
4,I Sing Take a Bow by Rihanna :   I Sing Take a Bow by Rihanna   Fill my time with singing and playing guitar.. http://tinyurl.com/n7w3tm
0,Transcend Portable HDD fried up ... within warranty .. but no receipt .. screwed up ... 
0,could not complete the black squadron command today due to a bacon aversion 
4,No more thunder 
0,i'm so sorry folks! my hp is temporarily blocked. sorry!!! 
4,G'morning all!! Up for my daughter's 5am feeding frenzy! Whatta hungry l'il shark she is!! 
0,"No Arianny Celeste at UFC 97, I'm bumbed  But I have the UFC Undisputed demo! WOOHOO! #ufc"
4,@leigha0000 Will do! Have a great day! 
4,@aussie_ali http://twitpic.com/5cnsg - looks gorgeous ali  great view! love the clouds drifting by xo
4,"Busy Sunday - chapels, prep for Bible study, mow, work on the monster and hang w/ my Mom-Mom "
0,@mzreese u kno how many screen shots I can do in 15 mins lol plus I wanna see him 
4,chillen at trix's house  waiting til the clock strikes 150pm to pick up the kids. lol.
4,@alanakhea WELCOME TO THE TWITTER CLUB 
0,"You know the saying &quot;People Change&quot;? Yeah, not true. You know the saying &quot;People always leave&quot;? Yeah, so true. "
0,@Joe_Nuttall  i tried listening to Sherlock Holmes stories but he didn't help with email either  had to turn him off and work in silence.
0,"well not much is going on today, counting down the days until i finally go on one out of four vacations. my body is sore.. damn softball. "
0,(@frogmajick) Note to self: go to doctor Monday morning. Rash on hands may not be allergy to soap. Meds have side effects. 
4,"@jordanknight  Good morning Jordan! I have been up for 2 hours already! must be nice to sleep in, lol "
0,"Will not get her drank on tonighttttttttt, must let my liverrrrrr restttttt YO! "
0,@ai_nante WTF. Seriously? You're mom is awful 
4,@ruhanirabin no you are!  Hows the Sunday so far?
0,@gtvone It's very sad     How you doing tonight?
4,Counting Crows - Rain King from Storytellers...Just love this band so much  â« http://blip.fm/~8a6wm
0,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
4,"@LegoYoda Nope, got to 81, the progress is slow  but it's totally addictive &amp; I love it "
0,Chad got owned!  he's the most bad ass character. More than ichigo...
4,@LA_Decostified Go to Crazy Rockin Sushi at Santa Monica and La Brea - in the Target center!!! Always half off 
4,going to sleep! true story. 
4,@gtrbush thankkksss I'm sooo excitedd  my brother n crazyy uncle coming haha 
0,@GiGGLESx912 I know bro 
4,@colinbaylen you guys! 
0,Oh no! Sophie slips outside top 15  Heartbreak makes me a dancer indeed  *weeps* http://tr.im/p2p6
4,best lyrics  &quot;so sacrifice yourself and let me have what's left&quot;
4,@markH_B thanks bog 
4,"@trelllla when you put it that way, what the hell, I'll still take him!  he is rather yum, haha! you still got exams?"
